movie_id,title,original_language,release_date,runtime
fort+apache+1948,Fort Apache,en,1948-03-26,125
the+hunchback+of+notre+dame+1996,The Hunchback of Notre Dame,en,1996-06-21,91
the+violin+2005,The Violin,es,2005-03-11,98
dark+passage+1947,Dark Passage,en,1947-09-27,106
luster+2010,Luster,en,2010-12-12,0
watercolors+2008,Watercolors,en,2008-06-07,114
mood+indigo+2013,Mood Indigo,fr,2013-04-24,131
la+femme+nikita+1990,La Femme Nikita,fr,1990-02-21,115
moby+dick+1956,Moby Dick,en,1956-06-27,116
the+diaries+of+vaslav+nijinsky+2002,The Diaries of Vaslav Nijinsky,en,2002-04-25,95
kings+and+queen+2004,Kings and Queen,fr,2004-09-03,150
summer+04+2006,Summer '04,de,2006-10-11,97
about+alex+2014,About Alex,en,2014-08-08,96
futurama+benders+big+score+2007,Futurama: Bender's Big Score,en,2007-11-27,88
strange+magic+2015,Strange Magic,en,2015-01-23,99
mcfarland_+usa+2015,"McFarland, USA",en,2015-02-20,128
sada+1998,Sada,ja,1998-04-11,132
random+harvest+1942,Random Harvest,en,1942-12-17,126
patton+oswalt+werewolves+and+lollipops+2007,Patton Oswalt: Werewolves and Lollipops,en,2007-07-10,54
the+adventures+of+hajji+baba+1954,The Adventures of Hajji Baba,en,1954-10-01,94
gunga+din+1939,Gunga Din,en,1939-01-24,117
in+the+grip+of+passion+1947,In the Grip of Passion,fi,1947-03-21,90
flyboys+2006,Flyboys,en,2006-09-22,140
the+bourne+identity+1988,The Bourne Identity,en,1988-05-08,180
the+gold+rush+1925,The Gold Rush,en,1925-06-25,95
october+ten+days+that+shook+the+world+1928,October (Ten Days that Shook the World),ru,1928-01-20,94
kinsey+2004,Kinsey,en,2004-09-04,118
junior+1994,Junior,en,1994-11-22,109
the+snails+1966,The Snails,fr,1966-05-31,10
the+black+swan+1942,The Black Swan,en,1942-12-04,87
the+last+of+sheila+1973,The Last of Sheila,en,1973-06-14,120
pretty+village_+pretty+flame+1996,"Pretty Village, Pretty Flame",sr,1996-05-11,115
cooking+up+dreams+2009,Cooking up dreams,es,2009-10-01,75
my+little+pony+equestria+girls+2013,My Little Pony: Equestria Girls,en,2013-06-15,72
the+heroes+of+telemark+1965,The Heroes of Telemark,en,1965-11-22,131
destination+tokyo+1943,Destination Tokyo,en,1943-12-31,135
jimmy+carter+man+from+plains+2007,Jimmy Carter Man from Plains,en,2007-10-26,125
cinderfella+1960,Cinderfella,en,1960-12-18,91
the+caine+mutiny+1954,The Caine Mutiny,en,1954-06-24,124
zhou+yus+train+2002,Zhou Yu's Train,zh,2002-08-01,97
afro+samurai+resurrection+2009,Afro Samurai: Resurrection,en,2009-01-25,91
the+war+within+2005,The War Within,en,2005-09-30,93
candyman+1992,Candyman,en,1992-10-16,99
supernova+2005,Supernova,en,2005-09-05,172
project+a+ii+1987,Project A II,cn,1987-08-19,101
pale+rider+1985,Pale Rider,en,1985-06-28,115
walking+with+dinosaurs+2013,Walking With Dinosaurs,en,2013-12-18,87
gangsters+1977,Gangsters,fr,1977-01-01,90
blue+ruin+2014,Blue Ruin,en,2014-04-25,90
reel+injun+2009,Reel Injun,en,2009-09-10,86
all+the+rage+1999,All the Rage,en,1999-09-11,99
tables+turned+on+the+gardener+1895,Tables Turned on the Gardener,fr,1895-12-27,1
beyond+the+border+2011,Beyond the Border,sv,2011-01-28,122
jungleground+1995,Jungleground,en,1995-01-01,0
mammoth+2009,Mammoth,en,2009-01-19,125
date+night+2010,Date Night,en,2010-04-08,97
the+return+of+the+pink+panther+1975,The Return of the Pink Panther,en,1975-05-21,113
defiance+2008,Defiance,en,2008-12-31,137
coffee+and+cigarettes+2003,Coffee and Cigarettes,en,2003-09-05,96
the+one+percent+2006,The One Percent,en,2006-04-29,77
when+the+last+sword+is+drawn+2003,When the Last Sword Is Drawn,ja,2003-01-18,137
i+am+legend+2007,I Am Legend,en,2007-12-14,101
the+year+01+1973,The Year 01,fr,1973-02-22,90
flipped+2010,Flipped,en,2010-08-06,89
french+fried+vacation+2+1979,French Fried Vacation 2,fr,1979-11-22,90
the+pinochet+case+2001,The Pinochet Case,fr,2001-10-10,110
something+in+the+air+2012,Something in the Air,fr,2012-09-02,122
inferno+1999,Inferno,en,1999-09-25,95
the+emperor+of+california+1936,The Emperor of California,de,1936-07-20,97
owning+mahowny+2003,Owning Mahowny,en,2003-05-02,104
begin+again+2013,Begin Again,en,2013-09-07,104
the+tao+of+steve+2000,The Tao of Steve,en,2000-08-04,87
nickelodeon+1976,Nickelodeon,en,1976-12-21,121
house+of+wax+1953,House of Wax,en,1953-04-10,90
unknown+2006,Unknown,en,2006-11-03,98
the+connection+2014,The Connection,fr,2014-12-03,135
excuse+my+dust+1951,Excuse My Dust,en,1951-06-29,82
donkey+skin+1970,Donkey Skin,fr,1970-12-20,90
how+to+be+a+man+2013,How to Be a Man,en,2013-08-10,90
ella+y+el+miedo+1964,Ella y el miedo,en,1964-06-17,87
casual+relations+1974,Casual Relations,en,1974-03-22,80
demons+1985,Demons,fr,1985-10-04,88
lovecraft+fear+of+the+unknown+2008,Lovecraft: Fear of the Unknown,en,2008-07-24,90
the+exterminating+angels+2006,The Exterminating Angels,fr,2006-09-13,100
madame+sousatzka+1988,Madame Sousatzka,en,1988-10-14,122
state+affairs+2009,State Affairs,fr,2009-11-25,99
guilty+hearts+2006,Guilty Hearts,en,2006-01-01,180
open+your+eyes+1997,Open Your Eyes,es,1997-12-19,117
mr.+baum+1997,Mr. Baum,he,1997-01-01,92
who+am+i+1998,Who Am I?,cn,1998-01-17,108
the+graduate+1967,The Graduate,en,1967-12-21,106
the+wrong+arm+of+the+law+1963,The Wrong Arm of the Law,en,1963-03-17,94
barneys+version+2010,Barney's Version,en,2010-10-26,134
an+inconvenient+truth+2006,An Inconvenient Truth,en,2006-01-24,100
my+man+godfrey+1936,My Man Godfrey,en,1936-09-17,94
the+single+moms+club+2014,The Single Moms Club,en,2014-03-14,111
the+scarlet+pimpernel+1934,The Scarlet Pimpernel,en,1934-12-23,97
that+day+2003,That Day,fr,2003-06-04,105
forest+of+bliss+1986,Forest of Bliss,en,1986-01-01,90
watch+out_+were+mad+1974,"Watch Out, We're Mad",it,1974-03-29,102
dark+of+the+sun+1968,Dark of the Sun,en,1968-01-19,100
trio+1950,Trio,fr,1950-10-10,91
jiang+hu+2004,Jiang Hu,cn,2004-05-26,85
five+corners+1987,Five Corners,en,1987-09-11,90
eureka+1983,Eureka,en,1983-05-01,130
war+and+peace+2002,War and Peace,en,2002-04-14,148
24+exposures+2013,24 Exposures,en,2013-08-04,77
la+seal+2007,La Señal,es,2007-09-13,95
deadly+voyage+1996,Deadly Voyage,en,1996-06-14,90
i+want+you+2012,I Want You,es,2012-06-22,75
he+was+a+quiet+man+2007,He Was a Quiet Man,en,2007-11-23,95
the+court+jester+1955,The Court Jester,en,1955-12-24,101
do+we+really+need+the+moon+2011,Do We Really Need the Moon?,en,2011-02-01,0
inland+empire+2006,INLAND EMPIRE,en,2006-09-06,180
the+women+on+the+6th+floor+2010,The Women on the 6th Floor,fr,2010-12-20,106
dawn+of+the+dead+1978,Dawn of the Dead,en,1978-09-02,127
murder+by+proxy+1954,Murder by Proxy,en,1954-03-19,87
romantics+anonymous+2010,Romantics Anonymous,fr,2010-12-22,80
mr.++mrs.+smith+1941,Mr. & Mrs. Smith,en,1941-01-30,95
jar+city+2006,Jar City,is,2006-10-20,93
35+up+1991,35 Up,en,1991-08-29,123
fan-fan+the+tulip+1952,Fan-Fan the Tulip,fr,1952-03-21,102
baxter+1989,Baxter,en,1989-01-18,82
the+kings+speech+2010,The King's Speech,en,2010-09-06,118
no+name+on+the+bullet+1959,No Name on the Bullet,en,1959-02-01,77
katy+perry+part+of+me+2012,Katy Perry: Part of Me,en,2012-06-28,93
birdy+1984,Birdy,en,1984-12-14,120
max+manus+man+of+war+2008,Max Manus: Man of War,en,2008-12-18,118
state+and+main+2000,State and Main,en,2000-08-26,102
the+boys+are+back+2009,The Boys Are Back,en,2009-09-15,104
kiss+the+bride+2007,Kiss the Bride,en,2007-01-01,100
pieces+of+april+2003,Pieces of April,en,2003-01-19,81
the+monuments+men+2014,The Monuments Men,en,2014-01-24,118
the+tall+men+1955,The Tall Men,en,1955-09-22,122
pulling+strings+2013,Pulling Strings,es,2013-10-05,111
cosmopolis+2012,Cosmopolis,en,2012-05-25,109
dreamchild+1985,Dreamchild,en,1985-10-04,94
a+great+day+in+harlem+1994,A Great Day in Harlem,en,1994-09-27,60
these+amazing+shadows+2011,These Amazing Shadows,en,2011-01-22,88
the+housekeeper+2002,The Housekeeper,fr,2002-11-13,91
the+outlaw+josey+wales+1976,The Outlaw Josey Wales,en,1976-06-30,135
first+name+carmen+1983,First Name: Carmen,fr,1983-09-04,85
blue+swallow+2005,Blue Swallow,ko,2005-12-29,133
the+story+of+o+1975,The Story of O,fr,1975-08-28,97
tulpan+2009,Tulpan,ru,2009-03-04,100
braindead+1992,Braindead,en,1992-08-13,104
the+rolling+stones+stones+in+exile+2010,The Rolling Stones: Stones in Exile,en,2010-05-14,151
single+white+female+1992,Single White Female,en,1992-08-14,107
giants+and+toys+1958,Giants and Toys,ja,1958-06-22,95
cube+1997,Cube,en,1997-09-09,90
youve+got+mail+1998,You've Got Mail,en,1998-12-17,119
funny+bones+1995,Funny Bones,en,1995-09-20,128
fire+in+the+blood+2013,Fire In The Blood,en,2013-09-06,84
stealing+a+nation+2004,Stealing a Nation,en,2004-01-01,56
someone+to+watch+over+me+1987,Someone to Watch Over Me,en,1987-10-09,106
mannequin+1937,Mannequin,en,1937-12-14,95
lord+of+the+flies+1990,Lord of the Flies,en,1990-03-16,90
the+war+on+democracy+2007,The War on Democracy,en,2007-06-15,96
jeanne+dielman_+23_+quai+du+commerce+1080+bruxelles+1975,"Jeanne Dielman, 23, Quai du Commerce 1080 Bruxelles",fr,1975-05-14,201
one_+two_+three+1961,"One, Two, Three",en,1961-12-15,115
aliens+vs+predator+requiem+2007,Aliens vs Predator: Requiem,en,2007-12-25,94
pope+joan+2009,Pope Joan,en,2009-10-22,149
black+friday+1940,Black Friday,en,1940-04-12,70
murder+on+the+orient+express+1974,Murder on the Orient Express,en,1974-11-24,128
fortress+of+war+2010,Fortress of War,ru,2010-11-04,138
the+red+balloon+1956,The Red Balloon,en,1956-10-19,34
daydream+nation+2010,Daydream Nation,en,2010-09-10,98
blithe+spirit+1945,Blithe Spirit,en,1945-05-14,96
the+united+states+of+leland+2003,The United States of Leland,en,2003-01-18,108
ultrasuede+in+search+of+halston+2011,Ultrasuede: In Search of Halston,en,2011-09-23,89
soldier+1998,Soldier,en,1998-10-23,99
flash+gordon+1980,Flash Gordon,en,1980-09-01,111
the+end+of+the+tour+2015,The End of the Tour,en,2015-07-31,106
the+mountain+1956,The Mountain,en,1956-11-14,105
bleak+moments+1971,Bleak Moments,en,1971-01-01,111
frank+and+ollie+1995,Frank and Ollie,en,1995-10-20,89
20_000+days+on+earth+2014,"20,000 Days on Earth",en,2014-07-05,97
the+dinosaur+project+2012,The Dinosaur Project,en,2012-08-09,83
muppets+from+space+1999,Muppets from Space,en,1999-07-14,87
little+dieter+needs+to+fly+1997,Little Dieter Needs to Fly,en,1997-12-01,80
avenger+2006,Avenger,en,2006-04-09,92
scenes+from+the+class+struggle+in+beverly+hills+1989,Scenes from the Class Struggle in Beverly Hills,en,1989-06-03,95
shouting+fire+stories+from+the+edge+of+free+speech+2009,Shouting Fire: Stories from the Edge of Free Speech,en,2009-01-20,75
viva+villa+1934,Viva Villa!,en,1934-04-27,115
claires+knee+1970,Claire's Knee,fr,1970-12-11,105
didier+1997,Didier,fr,1997-01-28,104
metro+1997,Metro,en,1997-01-16,117
elevator+2011,Elevator,en,2011-01-01,84
chocolat+1988,Chocolat,fr,1988-05-18,105
all+about+anna+2005,All About Anna,en,2005-11-24,91
sense+and+sensibility+1995,Sense and Sensibility,en,1995-12-13,136
dr.+mabuse_+the+gambler+1922,"Dr. Mabuse, the Gambler",de,1922-04-27,270
jules+and+jim+1962,Jules and Jim,fr,1962-01-23,105
sitting+pretty+1948,Sitting Pretty,en,1948-01-01,83
buffalo+soldiers+2001,Buffalo Soldiers,en,2001-09-08,98
burden+of+dreams+1982,Burden of Dreams,en,1982-05-30,95
mr.+woodcock+2007,Mr. Woodcock,en,2007-09-14,87
dark+victory+1939,Dark Victory,en,1939-04-22,104
rififi+1955,Rififi,fr,1955-04-13,122
she+cried+no+1996,She Cried No,en,1996-09-23,98
mediterraneo+1991,Mediterraneo,it,1991-01-31,96
butch+cassidy+and+the+sundance+kid+1969,Butch Cassidy and the Sundance Kid,en,1969-09-23,110
from+the+clouds+to+the+resistance+1979,From the Clouds to the Resistance,it,1979-11-07,104
luna+papa+1999,Luna Papa,ru,1999-09-08,103
zebra+lounge+2001,Zebra Lounge,en,2001-10-04,93
liberty+kid+2007,Liberty Kid,en,2007-06-17,92
seven+psychopaths+2012,Seven Psychopaths,en,2012-09-07,110
playing+the+victim+2006,Playing the Victim,ru,2006-06-08,97
picture+bride+1995,Picture Bride,en,1995-05-05,94
gandhi+1982,Gandhi,en,1982-11-30,191
alabama+moon+2009,Alabama Moon,en,2009-09-27,99
show+me+love+1998,Show Me Love,sv,1998-10-23,89
kids+1995,Kids,en,1995-07-28,91
dream+machine+1991,Dream Machine,en,1991-11-13,88
guernica+1950,Guernica,en,1950-01-01,13
i+am+cuba+1964,I Am Cuba,es,1964-09-06,141
prime+suspect+1991,Prime Suspect,en,1991-04-07,206
phantoms+1998,Phantoms,en,1998-01-23,91
most+wanted+1997,Most Wanted,en,1997-10-10,99
marvins+room+1996,Marvin's Room,en,1996-12-18,98
two+weeks+in+another+town+1962,Two Weeks in Another Town,en,1962-08-17,107
manual+of+love+2+2007,Manual of Love 2,it,2007-01-01,120
thrill+ride+the+science+of+fun+1997,Thrill Ride: The Science of Fun,en,1997-07-11,0
mother+2009,Mother,ko,2009-05-28,128
justin+bieber+never+say+never+2011,Justin Bieber: Never Say Never,en,2011-02-11,105
sapphire+1959,Sapphire,en,1959-11-02,92
chronicle+of+a+summer+1961,Chronicle of a Summer,fr,1961-10-20,86
mother+of+george+2013,Mother of George,en,2013-01-18,106
time+after+time+1979,Time After Time,en,1979-08-31,112
black+fury+1935,Black Fury,en,1935-05-18,94
the+lady+vanishes+1938,The Lady Vanishes,en,1938-07-26,96
sushi+girl+2012,Sushi Girl,en,2012-12-07,98
fly+me+to+the+moon+2012,Fly Me to the Moon,fr,2012-10-29,104
the+man+with+the+golden+gun+1974,The Man with the Golden Gun,en,1974-12-01,125
oculus+2013,Oculus,en,2013-09-08,104
the+thin+blue+line+1988,The Thin Blue Line,en,1988-08-28,103
the+prey+2011,The Prey,fr,2011-04-12,102
an+alligator+named+daisy+1955,An Alligator Named Daisy,en,1955-12-13,85
sacrifice+2010,Sacrifice,zh,2010-12-17,128
it+the+terror+from+beyond+space+1958,It! The Terror from Beyond Space,en,1958-07-31,69
too+much+sleep+1997,Too Much Sleep,en,1997-03-07,88
nazareno+cruz+and+the+wolf+1975,Nazareno Cruz and the Wolf,es,1975-06-05,92
the+white+darkness+2002,The White Darkness,en,2002-09-07,48
the+brass+teapot+2012,The Brass Teapot,en,2012-09-08,100
sun+dont+shine+2012,Sun Don't Shine,en,2012-03-10,82
stranger+on+the+third+floor+1940,Stranger on the Third Floor,en,1940-08-16,64
good+luck.+and+take+care+of+each+other+2012,Good Luck. And Take Care of Each Other,sv,2012-10-19,100
deep+blue+2003,Deep Blue,en,2003-05-18,83
the+curse+of+the+cat+people+1944,The Curse of the Cat People,en,1944-03-03,70
the+conjuring+2013,The Conjuring,en,2013-07-18,112
inadequate+people+2010,Inadequate People,ru,2010-12-12,106
the+visitors+1993,The Visitors,fr,1993-01-27,107
its+good+to+be+alive+1974,It's Good to Be Alive,en,1974-02-22,100
still+crazy+1998,Still Crazy,en,1998-10-30,92
manhunt+2008,Manhunt,no,2008-01-04,78
a+town+called+hell+1971,A Town Called Hell,en,1971-10-27,95
dim+sum+a+little+bit+of+heart+1985,Dim Sum: A Little Bit of Heart,en,1985-08-09,88
mrs.+winterbourne+1996,Mrs. Winterbourne,en,1996-04-19,105
side+by+side+2012,Side by Side,en,2012-08-19,99
intolerance+loves+struggle+throughout+the+ages+1916,Intolerance: Love's Struggle Throughout the Ages,en,1916-09-04,197
il+sorpasso+1962,Il Sorpasso,it,1962-12-04,105
ants+in+the+pants+2000,Ants in the Pants,de,2000-03-29,95
starstruck+2010,StarStruck,en,2010-02-14,90
neighbors+1920,Neighbors,en,1920-12-22,18
a+world+apart+1988,A World Apart,en,1988-06-17,113
the+viking+1931,The Viking,en,1931-06-21,70
industrial+symphony+no.+1+the+dream+of+the+brokenhearted+1990,Industrial Symphony No. 1: The Dream of the Brokenhearted,en,1990-01-01,50
hour+of+the+wolf+1968,Hour of the Wolf,sv,1968-01-01,90
reform+school+girls+1986,Reform School Girls,en,1986-08-22,94
crossed+tracks+2007,Crossed Tracks,en,2007-06-27,103
return+to+snowy+river+1988,Return to Snowy River,en,1988-03-24,110
katatsumori+1994,Katatsumori,en,1994-05-22,39
unraveled+2012,Unraveled,en,2012-04-13,85
the+homecoming+1973,The Homecoming,en,1973-10-29,111
the+collection+2012,The Collection,en,2012-09-21,94
flowers+of+shanghai+1998,Flowers of Shanghai,cn,1998-10-01,130
about+time+2013,About Time,en,2013-08-16,123
monsieur+batignole+2002,Monsieur Batignole,fr,2002-03-06,100
dragonslayer+1981,Dragonslayer,en,1981-06-26,108
mongol+the+rise+of+genghis+khan+2007,Mongol: The Rise of Genghis Khan,ru,2007-09-20,120
the+making+of+a+legend+gone+with+the+wind+1988,The Making of a Legend: Gone with the Wind,en,1988-10-01,124
kamikaze+girls+2004,Kamikaze Girls,ja,2004-05-29,102
taare+zameen+par+2007,Taare Zameen Par,hi,2007-12-21,165
jeff_+who+lives+at+home+2011,"Jeff, Who Lives at Home",en,2011-09-13,83
little+ninjas+1990,Little Ninjas,en,1990-08-17,85
the+whole+nine+yards+2000,The Whole Nine Yards,en,2000-02-18,98
hype+1996,Hype!,en,1996-11-08,84
dragon+lord+1982,Dragon Lord,cn,1982-01-21,86
the+monster+squad+1987,The Monster Squad,en,1987-08-14,82
greed+1924,Greed,en,1924-12-04,140
the+holding+2011,The Holding,en,2011-09-09,88
in+the+land+of+women+2007,In the Land of Women,en,2007-04-16,97
the+white+sheik+1952,The White Sheik,it,1952-09-20,86
shes+all+that+1999,She's All That,en,1999-01-29,95
total+eclipse+1995,Total Eclipse,en,1995-11-02,111
district+b13+2004,District B13,fr,2004-11-09,84
a+blank+on+the+map+1971,A Blank on the Map,en,1971-12-29,59
sea+of+love+1989,Sea of Love,en,1989-09-15,113
the+trouble+with+dee+dee+2005,The Trouble with Dee Dee,en,2005-10-16,81
that+naughty+girl+1956,That Naughty Girl,fr,1956-04-10,86
no+mercy+2010,No Mercy,ko,2010-01-07,125
ducktales+the+movie+-+treasure+of+the+lost+lamp+1990,DuckTales: The Movie - Treasure of the Lost Lamp,en,1990-08-03,74
cinderella+1997,Cinderella,en,1997-11-02,88
metallica+through+the+never+2013,Metallica: Through the Never,en,2013-09-25,93
the+vanquished+1953,The Vanquished,en,1953-09-04,110
a+christmas+story+1983,A Christmas Story,en,1983-11-18,94
hitmans+run+1999,Hitman's Run,en,1999-01-01,93
le+plican+1974,Le pélican,en,1974-02-06,83
etoiles+dancers+of+the+paris+opera+ballet+2001,Etoiles: Dancers of the Paris Opera Ballet,en,2001-03-14,100
maniac+cop+2+1990,Maniac Cop 2,en,1990-12-13,90
candy+2006,Candy,en,2006-02-15,116
conserva+acabada+1990,Conserva Acabada,en,1990-09-27,12
road+to+bali+1952,Road to Bali,en,1952-01-01,91
american+winter+2013,American Winter,en,2013-03-18,90
things+we+lost+in+the+fire+2007,Things We Lost in the Fire,en,2007-09-26,113
taming+of+the+fire+1972,Taming of the Fire,ru,1972-04-12,166
the+worlds+fastest+indian+2005,The World's Fastest Indian,en,2005-10-12,127
sunnyside+1919,Sunnyside,en,1919-06-15,41
winter+break+2003,Winter Break,en,2003-03-22,92
a+christmas+carol+1997,A Christmas Carol,en,1997-01-01,72
cabin+fever+2+spring+fever+2009,Cabin Fever 2: Spring Fever,en,2009-08-11,87
from+the+terrace+1960,From the Terrace,en,1960-09-09,149
sawdust+and+tinsel+1953,Sawdust and Tinsel,sv,1953-09-14,93
outbreak+1995,Outbreak,en,1995-03-10,127
missing+william+2014,Missing William,en,2014-03-07,91
song+of+the+sea+2014,Song of the Sea,en,2014-09-06,93
the+year+my+parents+went+on+vacation+2006,The Year My Parents Went On Vacation,pt,2006-09-26,104
the+bourne+ultimatum+2007,The Bourne Ultimatum,en,2007-08-03,115
father+of+the+bride+1950,Father of the Bride,en,1950-06-16,92
today+2013,Today,fr,2013-01-09,86
major+league+1989,Major League,en,1989-02-16,107
private+benjamin+1980,Private Benjamin,en,1980-10-06,109
oceans+twelve+2004,Ocean's Twelve,en,2004-12-09,125
before+the+rain+1994,Before the Rain,en,1994-06-09,113
louis+c.k.+oh+my+god+2013,Louis C.K.: Oh My God,en,2013-04-13,58
captains+of+april+2000,Captains of April,pt,2000-04-21,123
cirque+du+soleil+dralion+2001,Cirque du Soleil: Dralion,fr,2001-08-04,89
star+trek+nemesis+2002,Star Trek: Nemesis,en,2002-12-13,117
brooklyn+castle+2012,Brooklyn Castle,en,2012-10-19,101
over+the+edge+1979,Over the Edge,en,1979-11-02,95
guy+1997,Guy,en,1997-12-17,91
three+1965,Three,sr,1965-05-12,80
la+nostra+vita+2010,La nostra vita,it,2010-05-21,98
the+violent+men+1955,The Violent Men,en,1955-01-26,96
the+monkeys+mask+2000,The Monkey's Mask,en,2000-09-27,93
tropical+malady+2005,Tropical Malady,th,2005-04-29,118
a+little+trip+to+heaven+2005,A Little Trip to Heaven,en,2005-12-26,98
heavy+1995,Heavy,en,1995-01-20,105
silent+action+1975,Silent Action,it,1975-04-05,98
black+moon+1934,Black Moon,en,1934-06-15,68
the+dragon+missile+1976,The Dragon Missile,zh,1976-04-24,82
the+muppets+take+manhattan+1984,The Muppets Take Manhattan,en,1984-07-13,94
hanna+2011,Hanna,en,2011-04-07,111
the+phantom+of+the+opera+1925,The Phantom of the Opera,en,1925-09-06,101
offspring+2009,Offspring,en,2009-02-05,100
five+minutes+of+heaven+2009,Five Minutes of Heaven,en,2009-01-19,89
green+light+1937,Green Light,en,1937-02-20,85
the+last+winter+2006,The Last Winter,en,2006-09-11,101
something+ventured+2011,Something Ventured,en,2011-04-01,84
baby+doll+1956,Baby Doll,en,1956-12-18,114
obvious+child+2014,Obvious Child,en,2014-06-06,83
the+devils+rejects+2005,The Devil's Rejects,en,2005-07-22,107
a+year+along+the+abandoned+road+1991,A Year Along the Abandoned Road,no,1991-06-01,12
the+child+2005,The Child,fr,2005-07-10,95
an+occurrence+at+owl+creek+bridge+1962,An Occurrence at Owl Creek Bridge,en,1962-05-01,28
law+and+order+1953,Law and Order,en,1953-05-13,80
a+woman+is+a+woman+1961,A Woman Is a Woman,fr,1961-09-06,84
fireworks+1997,Fireworks,ja,1997-09-03,103
stuck+on+you+2003,Stuck on You,en,2003-12-10,118
a+tale+of+the+wind+1988,A Tale of the Wind,en,1988-09-09,80
the+american+president+1995,The American President,en,1995-11-17,106
the+phantom+of+liberty+1974,The Phantom of Liberty,fr,1974-09-10,103
the+company+of+wolves+1984,The Company of Wolves,en,1984-09-15,95
flying+tigers+1942,Flying Tigers,en,1942-10-08,102
presto+2008,Presto,en,2008-06-18,5
little+miss+sunshine+2006,Little Miss Sunshine,en,2006-07-26,102
paradise+lost+2+revelations+2000,Paradise Lost 2: Revelations,en,2000-07-28,130
seraphim+falls+2006,Seraphim Falls,en,2006-09-13,115
dead+air+2009,Dead Air,en,2009-10-27,90
dirt+2001,Dirt,en,2001-04-21,102
the+relic+1997,The Relic,en,1997-01-10,110
transformers+age+of+extinction+2014,Transformers: Age of Extinction,en,2014-06-25,165
greyfriars+bobby+the+true+story+of+a+dog+1961,Greyfriars Bobby: The True Story of a Dog,en,1961-07-17,87
typhoon+2005,Typhoon,en,2005-01-01,124
gertrud+1964,Gertrud,da,1964-12-19,119
death+is+a+woman+1966,Death Is a Woman,en,1966-02-01,88
the+love+bug+1968,The Love Bug,en,1968-12-22,107
deep+blue+sea+1999,Deep Blue Sea,en,1999-07-28,105
the+fraternity+2002,The Fraternity,en,2002-07-16,100
young+mr.+lincoln+1939,Young Mr. Lincoln,en,1939-06-09,100
children+of+the+living+dead+2001,Children of the Living Dead,en,2001-06-11,90
lethal+weapon+2+1989,Lethal Weapon 2,en,1989-07-07,114
diggstown+1992,Diggstown,en,1992-08-14,98
twilight+1998,Twilight,en,1998-03-06,94
fiddler+on+the+roof+1971,Fiddler on the Roof,en,1971-11-03,181
massacre+canyon+1954,Massacre Canyon,en,1954-05-01,66
au+revoir+les+enfants+1987,Au Revoir les Enfants,fr,1987-10-06,104
tt3d+closer+to+the+edge+2011,TT3D: Closer to the Edge,en,2011-04-22,104
the+muse+1999,The Muse,en,1999-08-27,97
karlsson+on+the+roof+1974,Karlsson on the Roof,sv,1974-12-07,99
the+immigrant+1917,The Immigrant,en,1917-06-17,20
lucky+2010,Lucky,en,2010-01-24,90
my+life+without+me+2003,My Life Without Me,en,2003-03-07,106
super+capers+2009,Super Capers,en,2009-01-01,98
ulak+2008,Ulak,tr,2008-02-25,0
nine+queens+2000,Nine Queens,es,2000-08-31,114
under+the+sand+2000,Under the Sand,fr,2000-09-11,92
the+browning+version+1994,The Browning Version,en,1994-10-12,97
waiting...+2005,Waiting...,en,2005-10-07,94
blood+in+the+mobile+2010,Blood in the Mobile,en,2010-11-29,83
good+morning_+babylon+1987,"Good Morning, Babylon",it,1987-05-13,117
the+trial+of+joan+of+arc+1962,The Trial of Joan of Arc,fr,1962-05-30,65
a+huey+p.+newton+story+2001,A Huey P. Newton Story,en,2001-06-18,86
the+lawless+breed+1953,The Lawless Breed,en,1953-01-03,83
kamchatka+2002,Kamchatka,es,2002-10-17,106
louis++luca+and+the+snow+machine+2013,Louis & Luca and the Snow Machine,no,2013-11-08,76
mrs.+dalloway+1997,Mrs. Dalloway,en,1997-09-01,97
journeys+with+george+2002,Journeys with George,en,2002-03-08,79
chiedimi+se+sono+felice+2000,Chiedimi se sono felice,it,2000-12-15,0
art++copy+2009,Art & Copy,en,2009-08-21,89
bye+bye+brasil+1980,Bye Bye Brasil,pt,1980-02-08,110
big+deal+on+madonna+street+1958,Big Deal on Madonna Street,it,1958-06-06,106
a+cab+for+three+2001,A Cab for Three,es,2001-08-02,90
a+heart+in+winter+1992,A Heart in Winter,fr,1992-09-02,105
eagle+vs+shark+2007,Eagle vs Shark,en,2007-07-15,87
next+friday+2000,Next Friday,en,2000-01-12,98
star+trek+insurrection+1998,Star Trek: Insurrection,en,1998-12-10,103
elizabeth+the+golden+age+2007,Elizabeth: The Golden Age,en,2007-09-09,114
somewhere+under+the+broad+sky+1954,Somewhere Under the Broad Sky,ja,1954-11-23,109
lil+abner+1959,Li'l Abner,en,1959-12-11,114
the+captive+1988,The Captive,fr,1988-01-01,7
red+sands+2009,Red Sands,en,2009-02-24,89
rubber+johnny+2005,Rubber Johnny,en,2005-06-20,6
that+thing+you+do+1996,That Thing You Do!,en,1996-10-04,108
stage+fright+2014,Stage Fright,en,2014-04-03,89
west+of+memphis+2012,West of Memphis,en,2012-12-25,150
the+manxman+1929,The Manxman,en,1929-01-21,100
lord+jim+1965,Lord Jim,en,1965-02-15,154
der+letzte+schne+herbsttag+2010,Der letzte schöne Herbsttag,de,2010-11-11,85
justice+league+war+2014,Justice League: War,en,2014-02-02,79
